###ÄNSI
1910000={
	name="Gastón"
	religion=cetic
	trait=elusive_shadow
	trait=way_cowl
	trait=paranoid
	trait=ambitious
	trait=lustful
	trait=humble
	trait=deceitful
	2616.12.16={birth=yes}
	2632.3.1={effect={add_lover=1910107}}
	2635.3.1={add_spouse=1910107}
	2697.12.1={death=yes}
}

1910114={
	name="Galen"
	female=no
	dynasty=1851041
	culture=valleyan
	religion=cetic
	trait=intricate_webweaver
	trait=way_cowl
	trait=bastard
	trait=quick
	trait=brave
	trait=ambitious
	trait=patient
	give_nickname=nick_the_bastard
	father=1910107
	2633.12.16={birth=yes}
	2633.12.16={effect={add_friend=1910107}} #Loyal to his father
	2635.3.1={effect={add_rival=1910113}} #Galen knows something is up with her
	2675.12.1={death=yes}
}

1910115={
	name="Millie"
	female=yes
	dynasty=1851041
	culture=valleyan
	religion=cetic
	trait=martial_cleric
	trait=way_book
	trait=content
	trait=gregarious
	trait=brave
	trait=diligent
	father=1910107
	mother=1910113
	2636.12.16={birth=yes}
	2679.12.1={death=yes}
}

1910116={
	name="Reuben"
	female=no
	dynasty=1851041
	culture=valleyan
	religion=cetic
	trait=scholarly_theologian
	trait=way_book
	trait=mystic
	trait=shy
	trait=chaste
	trait=humble
	trait=craven
	trait=stressed
	father=1910107
	mother=1910113
	2638.12.16={birth=yes}
	2679.12.1={death=yes}
}

1910117={
	name="Jennifer"
	female=yes
	dynasty=1851041
	culture=valleyan
	religion=cetic
	trait=way_book
	father=1910107
	mother=1910113
	2639.12.16={birth=yes}
	2679.12.1={death=yes}
}

1910118={
	name="Terpen"
	female=no
	dynasty=1851041
	culture=valleyan
	religion=cetic
	trait=way_book
	father=1910107
	mother=1910113
	2642.12.16={birth=yes}
	2689.12.1={death=yes}
}

1910130={
	name="Harold"
	female=no
	dynasty=1850045
	culture=angeleno
	religion=cetic
	stewardship=8
	intrigue=8
	trait=midas_touched
	trait=way_book
	trait=mystic
	trait=lunatic
	trait=paranoid
	trait=shy
	trait=patient
	trait=imp_ex3
	trait=greedy
	trait=craven
	2624.12.16={birth=yes}
	2689.12.1={death=yes}
}

1910135={
	name="Brandon"
	female=no
	dynasty=1850057
	trait=way_dove
	culture=angeleno
	religion=nazarene
	trait=nz_presbyter
	2604.12.16={birth=yes}
	2659.12.1={death=yes}
}

1910136={
	name="Henry"
	female=no
	dynasty=1850057
	culture=angeleno
	religion=nazarene
	trait=charismatic_negotiator
	trait=nz_presbyter
	trait=kind
	trait=gregarious
	trait=zealous
	trait=lustful
	trait=ambitious
	father=1910135
	2630.12.16={birth=yes}
	2690.12.1={death=yes}
}

1910137={
	name="Alfred"
	female=no
	dynasty=1850057
	culture=angeleno
	religion=nazarene
	trait=misguided_warrior
	trait=nz_presbyter
	trait=honest
	trait=humble
	father=1910135
	2632.12.16={birth=yes}
	2690.12.1={death=yes}
}

1910138={
	name="Stanley"
	female=no
	dynasty=1850057
	culture=angeleno
	religion=nazarene
	learning=8
	trait=fortune_builder
	trait=nz_presbyter
	trait=patient
	trait=diligent
	trait=ill
	father=1910135
	2637.12.16={birth=yes}
	2690.12.1={death=yes}
}

1910139={
	name="Jacob"
	female=no
	dynasty=1850057
	culture=angeleno
	religion=nazarene
	trait=elusive_shadow
	trait=nz_presbyter
	trait=greedy
	trait=envious
	trait=diligent
	trait=cynical
	trait=ambitious
	trait=gregarious
	father=1910135
	2641.12.16={birth=yes}
	2690.12.1={death=yes}
}

1910140={
	name="Angelina Contessa"
	female=yes
	dynasty=1850057
	culture=angeleno
	religion=nazarene
	trait=nz_presbyter
	trait=gregarious
	father=1910135
	2654.12.16={birth=yes}
	2699.12.1={death=yes}
}

1910141={
	name="Anita"
	female=yes
	dynasty=2034034
	culture=tehrangeleno
	religion=nazarene
	trait=fortune_builder
	trait=nz_seraph
	trait=fair
	trait=ambitious
	trait=charitable
	trait=slothful
	2628.12.16={birth=yes}
	2650.1.1={add_spouse=1910142}
	2690.12.1={death=yes}
}

1910142={
	name="Davit"
	female=no
	dynasty=2034033
	culture=tehrangeleno
	religion=nazarene
	trait=fortune_builder
	trait=nz_seraph
	trait=fair
	trait=diligent
	trait=gregarious
	trait=just
	trait=musician
	2628.12.16={birth=yes}
	2650.1.1={add_spouse=1910141}
	2690.12.1={death=yes}
}

1910143={
	name="Alvin"
	female=no
	dynasty=2034033
	father=1910142
	mother=1910141
	culture=tehrangeleno
	religion=nazarene
	trait=nz_seraph
	trait=fair
	trait=envious
	trait=gregarious
	trait=ambitious
	trait=musician
	2652.12.16={birth=yes}
	2720.12.1={death=yes}
}

1911149={
	name="Simon"
	female=no
	dynasty=2034033
	father=1910142
	mother=1910141
	culture=tehrangeleno
	religion=nazarene
	trait=nz_seraph
	trait=quick
	trait=shy
	trait=diligent
	trait=ambitious
	trait=musician
	2654.12.16={birth=yes}
	2720.12.1={death=yes}
}

1910145={
	name="Aaron"
	female=no
	dynasty=1850059
	culture=yiddish
	religion=reform
	trait=fortune_builder
	trait=way_book
	trait=hedonist
	trait=diligent
	trait=gregarious
	2638.12.16={birth=yes}
	2690.12.1={death=yes}
}

1911150={
	name="Thoros"
	female=no
	dynasty=2034033
	father=1910142
	mother=1910141
	culture=tehrangeleno
	religion=nazarene
	trait=nz_seraph
	trait=quick
	trait=kind
	trait=gluttonous
	trait=content
	trait=musician
	2656.12.16={birth=yes}
	2720.12.1={death=yes}
}

1910148={
	name="Harrison"
	female=no
	dynasty=1850060
	culture=angeleno
	religion=cetic
	trait=fortune_builder
	trait=way_fist
	trait=gregarious
	trait=arbitrary
	trait=wroth
	trait=paranoid
	trait=ambitious
	2638.12.16={birth=yes}
	2690.12.1={death=yes}
}

1910150={
	name="William"
	female=no
	dynasty=1850066
	father=2200030
	culture=angeleno
	religion=cetic
	diplomacy=8
	learning=5
	martial=5
	trait=imp_ex1
	trait=charismatic_negotiator
	trait=way_dove
	trait=socializer
	trait=gregarious
	2596.3.1={birth=yes}
	2650.12.1={death=yes}
}

1910151={
	name="Ronald"
	female=no
	dynasty=1850066
	culture=angeleno
	religion=cetic
	martial=5
	diplomacy=8
	stewardship=5
	intrigue=1
	learning=2
	trait=charismatic_negotiator
	trait=way_fist
	trait=poet
	trait=proud
	trait=imp_ex1
	trait=honest
	trait=gregarious
	trait=trusting
	father=1910150
	2636.3.1={birth=yes}
	2664.3.1={
		add_spouse=1910152
		effect={
			set_character_flag=no_historical_family #prevents children from spawning in
		}
	}
	2695.12.1={death=yes}
}

1910152={
	name="Veronica"
	female=yes
	culture=angeleno
	religion=cetic
	martial=1
	diplomacy=4
	stewardship=3
	intrigue=6
	learning=8
	trait=grey_eminence
	trait=way_book
	trait=fair
	trait=ambitious
	trait=kind
	trait=gregarious
	trait=diligent
	trait=brave
	2646.3.1={birth=yes}
	2664.3.1={add_spouse=1910151}
	2699.12.1={death=yes}
}

1910155={
	name="Kino"
	female=no
	dynasty=1912055
	culture=californiano
	trait=way_dove
	religion=cetic
	2626.3.1={birth=yes}
	2690.12.1={death=yes}
}

1910160={
	name="Haji"
	female=no
	dynasty=1913013
	culture=chino
	religion=qingzhen
	trait=imp_ex2
	trait=confucianism_qingzhen
	trait=mastermind_theologian
	trait=theologian
	trait=erudite
	father=1384043
	2640.3.1={birth=yes}
	2690.12.1={death=yes}
}

1910165={
	name="Dustin"
	female=no
	dynasty=1850010
	culture=angeleno
	religion=cetic
	diplomacy=8
	learning=0
	martial=3
	intrigue=10
	stewardship=6
	trait=brilliant_strategist
	trait=way_fist
	trait=hedonist
	trait=possessed
	trait=cynical
	trait=envious
	trait=greedy
	trait=imp_ex2
	trait=gregarious
	give_nickname=nick_the_accursed
	2621.3.1={birth=yes}
	2664.3.1={add_spouse=1910166}
	2690.12.1={death=yes}
}

1910166={
	name="Mae"
	female=yes
	culture=angeleno
	religion=cetic
	trait=amateurish_plotter
	trait=way_cowl
	trait=slow
	trait=hedonist
	trait=lustful
	trait=content
	trait=cynical
	2646.3.1={birth=yes}
	2664.3.1={add_spouse=1910165}
	2699.12.1={death=yes}
}

1910167={
	name="Dustin"
	female=no
	dynasty=1850010
	culture=angeleno
	religion=cetic
	trait=way_fist
	father=1910165
	mother=1910166
	2665.3.1={birth=yes}
	2690.12.1={death=yes}
}

1910170={
	name="Sonny"
	female=no
	dynasty=1850004
	culture=angeleno
	religion=cetic
	learning=12
	trait=scholarly_theologian
	trait=way_book
	trait=theologian
	trait=zealous
	trait=imp_ex3
	2634.3.1={birth=yes}
	2690.12.1={death=yes}
}

1910175={
	name="Marston"
	female=no
	dynasty=1402023
	culture=battleborn
	religion=atomicist
	martial=12
	intrigue=8
	stewardship=5
	trait=scholarly_theologian
	trait=impaler
	trait=zealous
	trait=ill
	trait=cruel
	trait=ambitious
	trait=atom_bless
	2634.3.1={birth=yes}
	2690.12.1={death=yes}
}
1910176={
	name="Johnathan"
	female=no
	dynasty=1402030
	culture=battleborn
	religion=atomicist
	martial=12
	intrigue=6
	stewardship=4
	diplomacy=4
	learning=0
	trait=brilliant_strategist
	trait=duelist
	trait=proud
	trait=lustful
	trait=wroth
	trait=brave
	trait=gregarious
	2643.2.9={birth=yes}
	2665.11.28={effect={add_artifact=ate_firearm}}
	2690.12.1={death=yes}
}


1910180={
	name="Denzel"
	female=no
	dynasty=1850005
	culture=angeleno
	religion=cetic
	trait=imp_ex2
	martial=7
	trait=brave
	trait=way_fist
	trait=honest
	trait=just
	2644.3.1={birth=yes}
	2690.12.1={death=yes}
}

1910184={
	name="Stone"
	female=no
	dynasty=1850015
	culture=angeleno
	religion=cetic
	trait=zealous
	trait=way_fist
	2600.3.1={birth=yes}
	2655.12.1={death=yes}
}

1910185={
	name="Rock"
	female=no
	dynasty=1850015
	culture=angeleno
	religion=cetic
	martial=7
	trait=zealous
	trait=way_fist
	trait=imp_ex2
	trait=chaste
	trait=humble
	father=1910184
	2639.3.12={birth=yes}
	2690.12.1={death=yes}
}

1910189={
	name="Frank"
	female=no
	dynasty=1850012
	culture=angeleno
	religion=cetic
	trait=midas_touched
	trait=way_dove
	2603.3.1={birth=yes}
	2654.1.1={death=yes}
}

1910190={
	name="Flynn"
	female=no
	dynasty=1850012
	culture=angeleno
	religion=cetic
	martial=3
	stewardship=4
	learning=3
	intrigue=1
	diplomacy=5
	trait=midas_touched
	trait=way_dove
	trait=hunter
	trait=gluttonous
	trait=imp_ex2
	trait=kind
	trait=content
	trait=gregarious
	trait=just
	trait=lustful
	give_nickname=nick_the_merry
	father=1910189
	2633.3.1={birth=yes}
	2654.3.1={add_spouse=1910191}
	2690.12.1={death=yes}
}

1910191={
	name="Natalie"
	female=yes
	culture=angeleno
	religion=cetic
	trait=detached_priest
	trait=way_dove
	trait=kind
	trait=gregarious
	trait=lustful
	2633.3.1={birth=yes}
	2654.3.1={add_spouse=1910190}
	2690.12.1={death=yes}
}
 
1910192={
	name="Preston"
	female=no
	dynasty=1850012
	culture=angeleno
	religion=cetic
	trait=way_dove
	father=1910190
	mother=1910191
	2655.3.1={birth=yes}
	2699.12.1={death=yes}
}

1910193={
	name="Keaton"
	female=no
	dynasty=1850012
	culture=angeleno
	religion=cetic
	trait=way_dove
	father=1910190
	mother=1910191
	2657.3.1={birth=yes}
	2699.12.1={death=yes}
}

1910194={
	name="Ginger"
	female=yes
	dynasty=1850012
	culture=angeleno
	religion=cetic
	trait=way_dove
	father=1910190
	mother=1910191
	2658.3.1={birth=yes}
	2699.12.1={death=yes}
}

1910195={
	name="Kelly"
	female=yes
	dynasty=1850012
	culture=angeleno
	religion=cetic
	trait=way_dove
	father=1910190
	mother=1910191
	2659.3.1={birth=yes}
	2699.12.1={death=yes}
}

1910196={
	name="Everett"
	female=no
	dynasty=1850012
	culture=angeleno
	religion=cetic
	trait=twin
	trait=way_dove
	father=1910190
	mother=1910191
	2661.3.1={birth=yes}
	2699.12.1={death=yes}
}

1910197={
	name="Siskel"
	female=no
	dynasty=1850012
	culture=angeleno
	religion=cetic
	trait=twin
	trait=way_dove
	father=1910190
	mother=1910191
	2661.3.1={birth=yes}
	2699.12.1={death=yes}
}

1910198={
	name="Jeanette"
	female=yes
	dynasty=1850012
	culture=angeleno
	religion=cetic
	trait=way_dove
	father=1910190
	mother=1910191
	2663.3.1={birth=yes}
	2699.12.1={death=yes}
}

1910200={
	name="Nolan"
	female=no
	culture=battleborn
	dynasty=1864039
	religion=cetic
	trait=elusive_shadow
	trait=way_cowl
	trait=strategist
	trait=patient
	trait=proud
	trait=shy
	2643.3.1={birth=yes}
	2699.12.1={death=yes}
}

1910205={
	name="Lillian"
	female=yes
	dynasty=1850022
	culture=angeleno
	religion=cetic
	trait=mastermind_theologian
	trait=way_dove
	trait=homosexual
	trait=imp_ex2
	trait=chaste
	trait=paranoid
	trait=patient
	trait=shy
	give_nickname=nick_the_young
	2644.3.1={birth=yes}
	2668.12.1={death=yes}
}

1910206={
	name="Hernando"
	dynasty=1912080 #Grijalva
	culture=californiano
	religion=brethren
	trait=tough_soldier
	trait=greedy
	trait=wroth
	trait=gluttonous
	trait=brave
	2633.12.19={birth=yes}
	2695.9.25={death=yes}
}

1910207={
	name="Cyril"
	dynasty=1851164 #Alexander, I'll need to define this as valleyan eventually.
	father=1910209
	mother=1910210
	culture=valleyan
	religion=nazarene
	trait=charismatic_negotiator
	trait = imp_ex2
	trait=kind
	trait=wroth
	trait=just
	trait=humble
	trait=twin
	trait=content
	trait=nz_seraph
	2633.12.19={birth=yes}
	2695.9.25={death=yes}
}

1910208={
	name="Methodius"
	dynasty=1851164 #Alexander, I'll need to define this as valleyan eventually.
	father=1910209
	mother=1910210
	culture=valleyan
	religion=nazarene
	trait=mastermind_theologian
	trait=shy
	trait=erudite
	trait=content
	trait=patient
	trait=monk
	trait=celibate
	trait=twin
	trait=nz_seraph
	2633.12.19={birth=yes}
	2695.9.25={death=yes}
}

1910209={
	name="Paul"
	dynasty=1851164 #Alexander, I'll need to define this as valleyan eventually.
	culture=valleyan
	religion=nazarene
	trait=charismatic_negotiator
	trait=nz_seraph
	2600.12.19={birth=yes}
	2655.9.25={death=yes}
}

1910210={
	name="Jolenta"
	female=yes
	culture=valleyan
	religion=nazarene
	trait=charismatic_negotiator
	trait=nz_seraph
	2610.12.19={birth=yes}
	2632.3.1={add_spouse=1910209}
	2675.9.25={death=yes}
}
1910211={
	name="Seraphim"
dynasty=1849102 #Rose
culture=bayfolk
religion=nazarene
martial=3
diplomacy=9
stewardship=9
intrigue=2
learning=9
occluded=yes
trait=mastermind_theologian
trait=legendary
trait=erudite
trait=devout
trait=genius
trait=nz_seraph
1934.8.13={birth=yes}
1982.9.2={death=yes}
}
1910212={
	name="Isaac"
dynasty=1851005 
culture=valleyan
religion=nazarene
martial=3
diplomacy=8
stewardship=6
intrigue=2
learning=9
trait=mastermind_theologian
trait=content
trait=patient
trait=quick 
trait=nz_seraph
2385.1.26={birth=yes}
2468.12.26={death=yes}
}
