gov_hereditary_sol;Hereditary [PrimaryTitle.GetTier] of Sol Invicto;;;;;;;;;;;;;x
gov_electorial_sol;Elective [PrimaryTitle.GetTier] of Sol Invicto;;;;;;;;;;;;;x
 
###########Artifacts########### 
 
baston_del_pueblo;el Bastón del Pueblo;;;;;;;;;;;;;x
baston_del_pueblo_desc;This chicahuaztli scepter is said to have been carved from a bone of Death herself, gifted to Humanity when she took pity on them and allowed them to return to the land of the living from the underworld. The scepter stands as a symbol of the covenant that must be followed to keep balance in the world and the benevolence of those spirits who must be venerated.;;;;;;;;;;;;;x
aztec_codex;Codex Chimalpopoca;;;;;;;;;;;;;x
aztec_codex_desc;This codex is said to have been considered ancient even by the time of the event! In its ancient languages, it speaks of history and also of old gods who became the suns to protect the cycles of the world. We must not neglect them as they were in the past, lest the current cycle end and destroy the world once more.;;;;;;;;;;;;;x
montezuma_headdress;Moctezuma's Headdress;;;;;;;;;;;;;x
montezuma_headdress_desc;Surely this headdress must have belonged to the legendary Motecuhzoma Xocoyotzin himself! The surviving stories of him are not well understood, but his wrath is said to be so great that his vengeance can still be felt long after his death.;;;;;;;;;;;;;x
death_whistle;Death Whistle;;;;;;;;;;;;;x
death_whistle_desc;This intimidating-looking instrument produces a tone that sounds eerily similar to a person screaming in pain. Anceint indigenous Mexicans once used them on the field of battle to intimidate their foes and now they serve the same purpose in our armies.;;;;;;;;;;;;;x
 
crown_mexico;Imperial Band of Mexico;;;;;;;;;;;;;x
crown_mexico_desc;The Band is a symbol of Mexican Imperial authority and continuity. Expertly Crafted out of Quetzal, Macaw, and Heron feathers, the resplendent band serves as the Mexican Regalia and illustrates the majesty of the Empire.;;;;;;;;;;;;;x
image_of_virgin;The Image of Our Lady of Guadalupe;;;;;;;;;;;;;x
image_of_virgin_desc;This most venerable image of the Virgin of Guadalupe was imprinted in the clothes of Juan Diego Cuauhtlatoatzin more than a thousand years ago by the Virgin Mary herself. Surviving every calamity to have befallen her children, the mother of all Mexicans continues to serve as the most enduring symbol of México and its sanctity.;;;;;;;;;;;;;x
campana_de_dolores;La Campana de Dolores;;;;;;;;;;;;;x
campana_de_dolores_desc;Although details have been lost to the passage of time and The Event itself, it is still known that this bell rang when the idea of a free México was conceived. Flanked by ornate cherubs and with the names of legendary heroic figures of ancient times carved in it, this resplendent brass bell exudes an aura of patriotic mysticism, and when it chimes everyone hears: "Mexicans, to the cry for war!".;;;;;;;;;;;;;x
santa_ana_leg;Santianna's Leg;;;;;;;;;;;;;x
santa_ana_leg_desc;Meticulously preserved for countless generations, legends say this prosthetic leg once belonged to a tyrant king who had made war in the Lone Star. Now it adorns a wall as a conversation piece and ocasionally serves as the club of choice when recieving the ceremonial first pitch of a strike-ball game.;;;;;;;;;;;;;x
golden_lance;Matarinches;;;;;;;;;;;;;x
golden_lance_desc;This ancient Golden lance adorned with scenes of long lost myths and legends, was inherited by Paleo's ancestral house. Said to have been a weapon of great hero's blessed by Saint George to slay both man and beasts, with its greatest foe being a Texan Goliath from elder days before the event. However, The previous holders of the artifact have been lost to history.;;;;;;;;;;;;;x
 
###########Landmarks########### 
 
wonder_mausoleum_mitla;Mitla;;;;;;;;;;;;;x
wonder_mausoleum_mitla_desc;These ancient ruins contain the bones of the most revered ancestors from time immemorial. Only the most bold rulers can hope to have theirs added to this sacred place.;;;;;;;;;;;;;x
wonder_palace_chapultepec;Castillo de Chapultepec;;;;;;;;;;;;;x
wonder_palace_chapultepec_desc;The ancient Castle of Chapultepec sits at the top of a hill overlooking the great avenue from which comes tribute from all over Mexico. It has long been the seat of government and a symbol of the enduring power of the Mexican Empire.;;;;;;;;;;;;;x
 
upgrade_north_group;Religious Residences;;;;;;;;;;;;;x
upgrade_north_group_desc;It is believed that death herself dwells in the halls of these red-domed buildings, interpreted by the seers that reside within this holy place. Some say that in the crypts under the structures," the seers can interpret the exact date of one's death using the Column of Life — the cosmic axis of the world itself.;;;;;;;;;;;;;x" 
upgrade_la_fortaleza;La Fortaleza;;;;;;;;;;;;;x
upgrade_la_fortaleza_desc;This fortress on a hill protects the holy city from the threat of enemy invasion.;;;;;;;;;;;;;x
upgrade_dog_graveyard;Dog Graveyard;;;;;;;;;;;;;x
upgrade_dog_graveyard_desc;Dogs serve as the companions of the dead, helping them over treacherous rivers on the years-long pilgrimage of death — provided that they are given the honor they deserve in life...;;;;;;;;;;;;;x
upgrade_guiding_flame;Guiding Flame;;;;;;;;;;;;;x
upgrade_guiding_flame_desc;Known by countless names since time immemorial, the sacred fire, the oldest and origin of all things, protects and guides the deceased on their way to the afterlife. This flame is continuously maintained as a sacred representation of this covenant.;;;;;;;;;;;;;x
upgrade_chapultepec_zoo;Chapultepec Zoo;;;;;;;;;;;;;x
upgrade_chapultepec_zoo_desc;Exotic creatures and strange beasts are brought from all over the expansive territory of what was once Old Mexico to be exhibited in the Chapultepec Zoo.;;;;;;;;;;;;;x
upgrade_cincalco;Cave of Cincalco;;;;;;;;;;;;;x
upgrade_cincalco_desc;Deep inside Chapultepec Forrest lies the entrance to a cave — an entrance to the underworld — that is said to have been used by Moctezuma himself to enter Mictlán. Some even whisper of secret passages and lost treasures within...;;;;;;;;;;;;;x
upgrade_colegio_militar;Colegio Militar;;;;;;;;;;;;;x
upgrade_colegio_militar_desc;Only the best and the brightest children of the Mexican aristocracy can hope to enter the Heroic Military College and bring honor to the legacy of the Niños Heroes.;;;;;;;;;;;;;x
upgrade_aquaduct;Aquaduct of Chapultepec;;;;;;;;;;;;;x
upgrade_aquaduct_desc;The water of the lakes surrounding the Grand Metropoli of Mexico is brackish and unfit for human consumption. The aqueduct of Chapultepec is a necessary component of the city and a symbol of the Empire's patronage of the people.;;;;;;;;;;;;;x
upgrade_general_archive_nation;Archivo General del Imperio;;;;;;;;;;;;;x
upgrade_general_archive_nation_desc;None can say exactly how many priceless documents were lost from the archive in the Event, but perhaps with some... creative license, the people can be reminded of how our people directly descend from greatness.;;;;;;;;;;;;;x
upgrade_estado_mayor;Estado Mayor;;;;;;;;;;;;;x
upgrade_estado_mayor_desc;The castle needs its own honor guard to protect the priceless artifacts — and people — who reside within it.;;;;;;;;;;;;;x
upgrade_grand_mural;Grand Mural;;;;;;;;;;;;;x
upgrade_grand_mural_desc;A beautiful mural portraying the ancient history and ancestors of our people — fact or fiction, who can really say for certain?;;;;;;;;;;;;;x
 
###########DECISIONS########### 
 
sol_de_justicia;Sol de Justicia;;;;;;;;;x
sol_de_justicia_desc;By having [This.GetBestName] thrown into a pit in the middle of the desert, [This.GetSubjectPronoun] shall be exposed to the sun for weeks and will most likely be given the 'justice' that [This.GetSubjectPronoun] deserves.;;;;;;;;;x
organize_ulama_game;Organize the ball game;;;;;;;;;x

cristero_peasant_army;Raise the Cristiada;;;;;;;;;x
cristero_peasant_army_desc;Call forth a band of devoted worshipers from the peasantry to help reinforce our forces.;;;;;;;;;x
cristero_raised_peasants;Recently called upon fanatic peasanty.;;;;;;;;;x
cristero_raised_peasants_desc;This character has recently called upon a fanatic group of peasants.;;;;;;;;;x

designate_tapado;Designate Tapado;;;;;;;;;x
relieve_tapado;Relieve Tapado;;;;;;;;;x
reform_lamanita;Formalize the Lamanita Faith;;;;;;;;;x
reform_lamanita_desc;Reorganize the Lamanita Faith for all ages.;;;;;;;;;x

###########RETINUES########### 
 
RETTYPE_CUL_PUREPECHA;Purépecha Marksmen;;;;;;;;;;;;;x
 
###########BUILDINGS########### 
 
ca_culture_mexican_1_desc;The agile light cavalry of the old Mexican tradition are raised here. These gallant horsemen are masters of the saddle, full of daring and bravado. When they aren't skirmishing and harrassing the enemy in battle, they can be found in the many equestrian competitions of the charrería;;;;;;;;;;;;;x
 
ca_culture_purepecha_1;Marksmen Training Ground;;;;;;;;;;;;;x
ca_culture_purepecha_2;Marksmen Training Ground;;;;;;;;;;;;;x
ca_culture_purepecha_3;Marksmen Training Ground;;;;;;;;;;;;;x
ca_culture_purepecha_4;Marksmen Training Ground;;;;;;;;;;;;;x
ca_culture_purepecha_1_desc;Trained here are he archers of the Purépechas who are said to be so skilled as to be able to fell a hummingbird in flight with a single arrow. The prestigious bowmen are respected among the Purépechas and are rarely seen without their bow — measuring the size of a man — at their side.;;;;;;;;;;;;;x
 
 
#Navigantes 
COMPL_CAUL_BORN;caul-born;;;;;;;;;x
#Moravians 
change_moravian_branch;Change Moravian Branch;;;;;;;;;;;;;x
change_moravian_branch_desc;Moravians may change their religious branch once per lifetime.;;;;;;;;;;;;;x
TXT_change_moravian_branch;Switch between pastoral or parochial.;;;;;;;;;;;;;x
EVTDESC_unitasfratrum_710;The Unitas fratrum faith is split into two main theological groups the pastorals who focus on personal faith and the authority of the scriptures while maintaing a decentralized church structure focused on local communities and the parochials who focus on the traditions and theology of the universal church held by such saints as San Oscar Romero and on a hierarchical church structure.;;;;;;;;;;;;;x
EVTOPTA_unitasfratrum_710;Focus on personal faith and decentralized authority.;;;;;;;;;;;;;x
EVTOPTB_unitasfratrum_710;Focus on tradition and the church heirarchy.;;;;;;;;;;;;;x

sagrado_mystic;Delve into Mysticism;;;;;;;;;;;;;x
sagrado_mystic_desc;With your hefty knowledge of all things, you can choose to delve into the more esoteric aspects of faith.;;;;;;;;;;;;;x
TXT_sagrado_mystic;Become a mystic.;;;;;;;;;;;;;x
EVTDESC_sacredheart_210;After the lighting of incense and a night of intense, monotonous prayer, you have begun your journey into the esoteric, into the realm of the greatest saints and preachers. As the sweat pours down your face, you feel a warm, gracious presence.;;;;;;;;;;;;;x
EVTOPTA_sacredheart_210;Señor Jesucristo, Hijo de Dios, ten piedad de mí...;;;;;;;;;;;;;x
