gov_americanist_open_range_kingdom_royal_republic;Military Republic;;;;;;;;;;;;;x

title_senator_1;Senator;;;;;;;;;;;;;x
title_senator_2;Senator;;;;;;;;;;;;;x
title_senator_3;Senator;;;;;;;;;;;;;x
title_senator_4;Senator;;;;;;;;;;;;;x
title_senator_5;Senator;;;;;;;;;;;;;x
title_senator_6;Senator;;;;;;;;;;;;;x
title_senator_7;Senator;;;;;;;;;;;;;x
title_senator_8;Senator;;;;;;;;;;;;;x
title_senator_9;Senator;;;;;;;;;;;;;x
title_senator_10;Senator;;;;;;;;;;;;;x
title_senator_11;Senator;;;;;;;;;;;;;x
title_senator_12;Senator;;;;;;;;;;;;;x
