title_commandant_of_academy;Commandant of the Academy;;;;;;;;;;;;;x
title_commandant_of_academy_desc;The Commandant of the Academy is in charge of the Heroic Military College that is responsible for producing the next generation of leaders for the Empire.;;;;;;;;;;;;;x
title_majordomo_of_feasts;Majordomo of Feasts;;;;;;;;;;;;;x
title_majordomo_of_feasts_desc;The Majordomo of Feasts is responsible for making sure all of the holy days and feast days are given proper celebrations.;;;;;;;;;;;;;x
title_compadre;Compadre;;;;;;;;;;;;;x
title_compadre_desc;The Compadre of the ruler is their closest friend. He helps the ruler in all aspects of life and especially with the raising of his children.;;;;;;;;;;;;;x
title_grand_muralist;Grand Muralist;;;;;;;;;;;;;x
title_grand_muralist_desc;The Grand Muralist is responsible for the commissioning and patronage of murals — works of art that span the great walls of the cities of the Empire and recount its glory to the illiterate peasantry.;;;;;;;;;;;;;x

###########MORMON HOTEP###########

mormon_government_baron_lamanita;Vocal;;;;;;;;;x
mormon_government_baron_female_lamanita;Vocal;;;;;;;;;x
mormon_government_barony_lamanita;Vocalía;;;;;;;;;x
mormon_government_barony_of_lamanita;Vocalía de;;;;;;;;;x
mormon_government_count_lamanita;Síndico;;;;;;;;;x
mormon_government_count_female_lamanita;Síndica;;;;;;;;;x
mormon_government_county_lamanita;Sindicatura;;;;;;;;;x
mormon_government_county_of_lamanita;Sindicatura de;;;;;;;;;x
mormon_government_duke_lamanita;Juez de Paz;;;;;;;;;x
mormon_government_duke_female_lamanita;Jueza de Paz;;;;;;;;;x
mormon_government_duchy_lamanita;Juzgado;;;;;;;;;x
mormon_government_duchy_of_lamanita;Juzgado de;;;;;;;;;x
mormon_government_king_lamanita;Juez Mayor;;;;;;;;;x
mormon_government_king_female_lamanita;Jueza Mayor;;;;;;;;;x
mormon_government_kingdom_lamanita;Juzgado Mayor;;;;;;;;;x
mormon_government_kingdom_of_lamanita;Juzgado Mayor de;;;;;;;;;x
mormon_government_emperor_lamanita;Magistrado;;;;;;;;;x
mormon_government_emperor_female_lamanita;Magistrada;;;;;;;;;x
mormon_government_empire_lamanita;Corte Suprema;;;;;;;;;x
mormon_government_empire_of_lamanita;Corte Suprema de;;;;;;;;;x
